,name,main_speaker,views,comments,Funny,Beautiful,Ingenious,Courageous,Longwinded,Confusing,Informative,Fascinating,Unconvincing,Persuasive,Jawdrop,Ok,Obnoxious,Inspiring
200,Kate Adams: 4 larger-than-life lessons from soap operas,Kate Adams,1381604,65,174,340,486,134,2,18,6,116,101,35,75,31,16,14
201,Tiq Milan and Kim Katrin Milan: A queer vision of love and marriage,Tiq Milan and Kim Katrin Milan,1172873,53,447,90,357,248,77,65,14,27,8,11,28,4,23,35
202,Natalie Panek: Let's clean up the space junk orbiting Earth,Natalie Panek,962489,40,29,17,63,186,65,100,54,18,27,28,8,21,13,4
203,Jia Jiang: What I learned from 100 days of rejection,Jia Jiang,3464767,79,1856,3085,786,767,727,280,1417,71,430,133,7,7,11,1
204,Elizabeth Lesser: Say your truths and seek them in others,Elizabeth Lesser,1290086,42,877,715,519,149,137,70,43,24,53,24,8,5,12,4
205,Veerle Provoost: Do kids think of sperm donors as family?,Veerle Provoost,1026629,44,49,137,90,62,15,35,3,10,43,28,1,8,5,3
206,Kevin B. Jones: Why curiosity is the key to science and medicine,Kevin B. Jones,888652,34,163,75,22,49,21,105,80,8,23,9,5,7,5,0
207,Kevin Kelly: How AI can bring on a second Industrial Revolution,Kevin Kelly,1389133,76,64,102,281,126,223,329,17,2,23,33,21,27,19,10
208,Rebecca Brachman: Could a drug prevent depression and PTSD?,Rebecca Brachman,1173589,85,123,241,395,155,17,39,124,68,26,68,22,12,9,9
209,Dena Simmons: How students of color confront impostor syndrome,Dena Simmons,1005451,52,157,256,143,149,49,32,16,50,42,24,21,14,16,8
210,Laura Vanderkam: How to gain control of your free time,Laura Vanderkam,4864165,90,1851,2906,367,664,133,355,305,34,1361,377,210,70,25,14
211,David Autor: Will automation take away all our jobs?,David Autor,1232506,135,34,89,40,23,468,234,247,22,75,142,6,27,13,22
212,Chinaka Hodge: What will you tell your daughters about 2016?,Chinaka Hodge,1119309,35,309,391,119,230,27,25,25,27,32,67,54,7,19,16
213,Anjali Tripathi: Why Earth may someday look like Mars,Anjali Tripathi,975597,40,447,77,239,26,49,68,52,10,54,12,21,7,19,7
214,Sharon Brous: It's time to reclaim religion,Sharon Brous,1219102,240,325,126,674,35,270,296,82,37,107,33,45,20,18,14
215,James Beacham: How we explore unanswered questions in physics,James Beacham,1430257,53,301,305,71,291,54,53,43,60,64,15,9,4,32,5
216,Adam Grant: Are you a giver or a taker?,Adam Grant,3535736,76,309,1399,1666,698,288,612,296,661,52,93,29,19,23,17
217,Erika Gregory: The world doesn't need more nuclear weapons,Erika Gregory,899560,92,125,148,29,13,119,22,50,3,27,8,14,8,9,4
218,Sam Kass: Want kids to learn well? Feed them well,Sam Kass,1345520,45,442,193,95,256,45,64,30,29,37,6,7,5,2,1
219,Sofia Jawed-Wessel: The lies we tell pregnant women,Sofia Jawed-Wessel,1614524,116,169,146,369,277,49,269,22,28,32,128,92,80,22,79
220,Mandy Len Catron: A better way to talk about love,Mandy Len Catron,1802516,43,446,174,364,97,123,177,215,75,62,21,7,14,31,35
221,George Tulevski: The next step in nanotechnology,George Tulevski,1284067,58,272,85,61,146,31,32,20,17,21,19,17,59,4,18
222,Dan Bricklin: Meet the inventor of the electronic spreadsheet,Dan Bricklin,992523,18,266,348,177,57,213,27,40,30,31,4,9,18,4,0
223,"Alejandro S??nchez Alvarado: To solve old problems, study new species",Alejandro S??nchez Alvarado,1059199,43,118,187,254,187,38,70,43,20,10,21,17,1,3,0
224,"Sisonke Msimang: If a story moves you, act on it",Sisonke Msimang,1147037,31,64,494,126,192,180,9,123,141,201,7,25,7,60,19
225,Jennifer Brea: What happens when you have a disease doctors can't diagnose,Jennifer Brea,1406574,266,1027,727,897,131,154,126,266,11,21,3,5,8,10,12
226,Ashley Judd: How online abuse of women has spiraled out of control,Ashley Judd,1422701,360,53,126,202,594,123,124,332,236,756,47,235,27,49,34
227,Emily Parsons-Lord: Art made of the air we breathe,Emily Parsons-Lord,827288,14,48,94,49,133,30,16,10,7,49,7,17,18,43,14
228,Robb Willer: How to have better political conversations,Robb Willer,1243853,128,106,419,427,72,102,414,70,79,50,15,11,6,83,8
229,Paul Knoepfler: The ethical dilemma of designer babies,Paul Knoepfler,1082248,92,292,132,33,42,71,40,24,65,15,21,29,11,4,3
230,Jeanne Gang: Buildings that blend nature and city,Jeanne Gang,1035995,31,204,340,158,162,205,22,35,8,9,30,33,89,9,25
231,Caleb Barlow: Where is cybercrime really coming from?,Caleb Barlow,1304221,54,391,70,84,117,47,8,36,21,9,31,7,8,2,9
232,Deeyah Khan: What we don't know about Europe's Muslim kids,Deeyah Khan,1195885,59,669,319,593,97,260,142,24,56,11,10,12,2,2,5
233,Deepika Kurup: A young scientist's quest for clean water,Deepika Kurup,958917,29,172,98,229,6,14,27,68,70,36,35,3,1,5,11
234,Sarah Parcak: Help discover ancient ruins -- before it's too late,Sarah Parcak,799873,20,134,64,183,9,127,50,24,19,22,24,17,1,3,2
235,Alan Smith: Why you should love statistics,Alan Smith,1369939,34,341,114,87,108,21,163,35,33,97,5,5,15,9,3
236,Eduardo Brice?o: How to get better at the things you care about,Eduardo Brice?o,2031509,105,300,1252,247,1910,164,916,470,16,3,79,68,27,26,5
237,Sue Klebold: My son was a Columbine shooter. This is my story,Sue Klebold,2359347,133,289,1145,10,25,14,415,131,370,112,78,14,35,6,10
238,Nagin Cox: What time is it on Mars?,Nagin Cox,1374091,66,271,312,308,23,62,10,95,11,6,31,32,9,5,9
239,Maurice Conti: The incredible inventions of intuitive AI,Maurice Conti,2759051,125,37,420,456,529,184,241,82,87,30,30,23,12,5,2
240,Thordis Elva and Tom Stranger: Our story of rape and reconciliation,Thordis Elva and Tom Stranger,3950921,308,1053,635,248,203,227,101,143,36,58,25,36,17,96,16
241,Joshua Smith: New nanotech to detect cancer early,Joshua Smith,893022,51,76,72,121,184,128,41,41,29,15,4,5,2,5,1
242,Jeff Speck: 4 ways to make a city more walkable,Jeff Speck,1354647,33,67,280,136,84,107,121,11,24,31,4,4,1,0,0
243,Aala El-Khani: What it's like to be a parent in a war zone,Aala El-Khani,896491,36,203,86,160,96,70,15,23,15,38,9,14,7,1,0
244,Miriam Zoila P?rez: How racism harms pregnant women -- and what can help,Miriam Zoila P?rez,793925,41,112,54,18,25,22,6,37,5,15,3,20,20,22,9
245,Rodrigo y Gabriela: An electrifying acoustic guitar performance,Rodrigo y Gabriela,1138566,33,383,31,233,266,18,111,53,3,35,3,4,1,1,3
246,Amy Adele Hasinoff: How to practice safe sexting,Amy Adele Hasinoff,1240167,53,250,112,132,58,75,40,7,8,17,52,31,18,12,29
247,Lara Setrakian: 3 ways to fix a broken news industry,Lara Setrakian,942996,93,430,292,185,8,45,33,225,43,22,6,20,14,5,3
248,Salil Dudani: How jails extort the poor,Salil Dudani,944259,30,31,133,219,101,102,40,18,6,44,13,6,6,2,4
249,Grady Booch: Don't fear superintelligent AI,Grady Booch,1362265,270,251,219,65,89,99,47,48,136,12,10,62,22,12,12
250,Yuval Noah Harari: Nationalism vs. globalism: the new political divide,Yuval Noah Harari,1514291,345,583,65,333,380,214,87,76,120,12,29,19,24,30,23
251,Brittney Cooper: The racial politics of time,Brittney Cooper,690546,52,147,169,118,64,94,38,15,12,28,16,13,44,35,4
252,Jonathan Rossiter: A robot that eats pollution,Jonathan Rossiter,1107711,44,290,234,267,182,53,29,23,27,5,19,13,5,11,17
253,Charity Wayua: A few ways to fix a government,Charity Wayua,952784,22,36,278,92,147,47,71,16,52,33,9,3,1,0,0
254,Stacy Smith: The data behind Hollywood's sexism,Stacy Smith,891398,100,85,176,121,29,79,57,22,46,9,86,27,34,30,15
255,"Ani Liu: Smelfies, and other experiments in synthetic biology",Ani Liu,760537,6,68,70,80,48,36,6,7,58,10,12,14,2,3,6
256,Jeff Kirschner: This app makes it fun to pick up litter,Jeff Kirschner,1004810,74,288,476,136,213,166,21,40,42,38,8,1,3,3,8
257,"Lux Narayan: What I learned from 2,000 obituaries",Lux Narayan,1395806,22,117,195,219,255,172,45,71,43,8,11,22,4,4,3
258,Kathy Hull: Stories from a home for terminally ill children,Kathy Hull,890330,19,283,293,35,133,52,67,58,16,10,7,0,0,0,0
259,"Sara Ramirez: ""Rollercoaster""",Sara Ramirez,804359,13,143,25,35,12,21,13,19,2,3,3,1,2,0,0
260,Carrie Poppy: A scientific approach to the paranormal,Carrie Poppy,1257858,191,293,164,58,205,110,17,113,45,24,45,35,23,62,12
261,Megan Phelps-Roper: I grew up in the Westboro Baptist Church. Here's why I left,Megan Phelps-Roper,4503368,197,1188,482,639,449,1182,172,12,54,24,10,13,29,13,30
262,"Caroline Paul: To raise brave girls, encourage adventure",Caroline Paul,1465808,28,201,711,180,173,396,255,116,32,24,27,2,7,7,3
263,Jude Kelly: Why women should tell the stories of humanity,Jude Kelly,1086882,66,56,259,114,67,86,54,17,8,5,12,68,10,44,14
264,Joy Buolamwini: How I'm fighting bias in algorithms,Joy Buolamwini,869310,60,198,27,23,55,64,90,81,34,33,22,13,4,16,0
265,John Koenig: Beautiful new words to describe obscure emotions,John Koenig,1173364,80,225,89,136,183,232,116,36,33,23,42,11,12,2,6
266,Caitlin Doughty: A burial practice that nourishes the planet,Caitlin Doughty,933978,37,102,191,124,87,107,109,58,8,2,17,16,14,4,4
267,Carrie Nugent: Adventures of an asteroid hunter,Carrie Nugent,976473,33,41,47,212,164,8,39,50,14,23,4,3,5,13,6
268,Peggy Orenstein: What young women believe about their own sexual pleasure,Peggy Orenstein,1750573,101,229,332,232,48,588,208,389,27,24,5,28,26,17,7
269,Karina Galperin: Should we simplify spelling?,Karina Galperin,448733,70,49,103,100,39,23,52,2,6,16,23,5,9,12,5
270,Dan Bell: Inside America's dead shopping malls,Dan Bell,1707855,37,83,114,98,261,56,113,24,52,32,81,108,11,44,17
271,Peter Weinstock: Lifelike simulations that make real-life surgery safer,Peter Weinstock,882840,22,83,123,119,33,22,64,28,7,19,10,1,2,10,1
272,"Michele L. Sullivan: Asking for help is a strength, not a weakness",Michele L. Sullivan,1257054,29,322,385,708,191,102,96,33,15,69,20,1,1,0,0
273,Margaret Bourdeaux: Why civilians suffer more once a war is over,Margaret Bourdeaux,869734,12,113,54,75,24,4,6,24,3,7,25,11,2,7,3
274,Simon Anholt: Who would the rest of the world vote for in your country's election?,Simon Anholt,908666,83,62,49,382,146,121,54,12,28,17,10,10,9,15,2
275,Mona Chalabi: 3 ways to spot a bad statistic,Mona Chalabi,1405468,44,453,21,76,63,55,79,36,162,57,41,25,17,22,19
276,Ashton Cofer: A young inventor's plan to recycle Styrofoam,Ashton Cofer,1057942,22,308,186,110,32,89,2,134,48,15,30,10,40,1,1
277,Katie Hinde: What we don't know about mother's milk,Katie Hinde,1107309,39,127,7,286,166,21,59,51,9,72,89,29,11,7,6
278,Michael Botticelli: Addiction is a disease. We should treat it like one,Michael Botticelli,1247655,56,178,134,152,70,18,26,23,9,5,1,6,12,7,1
279,Moshe Szyf: How early life experience is written into DNA,Moshe Szyf,1128480,57,349,131,13,75,252,15,13,71,77,8,10,15,6,6
280,"S?? Percussion: ""Music for Wood and Strings""",S?? Percussion,767660,11,8,14,13,16,1,1,3,6,8,3,1,1,1,0
281,Emtithal Mahmoud: A young poet tells the story of Darfur,Emtithal Mahmoud,822049,15,241,178,46,115,29,24,30,12,6,10,2,1,0,0
282,"Casey Brown: Know your worth, and then ask for it",Casey Brown,2032751,56,234,259,614,59,305,76,30,37,19,2,12,14,5,4
283,"Gretchen Carlson, David Brooks: Political common ground in a polarized United States","Gretchen Carlson, David Brooks",890478,42,19,7,45,23,17,4,17,12,10,1,17,4,2,2
284,Katie Bouman: How to take a picture of a black hole,Katie Bouman,1502615,56,46,214,183,80,104,43,32,81,47,16,8,21,12,23
285,Sebasti??n Bortnik: The conversation we're not having about digital child abuse,Sebasti??n Bortnik,402343,22,183,77,99,15,19,68,7,7,4,14,3,4,1,4
286,David R. Williams: How racism makes us sick,David R. Williams,1005076,54,14,32,71,151,175,30,44,87,43,23,7,12,2,8
287,Giorgia Lupi: How we can find ourselves in data,Giorgia Lupi,1077662,33,79,111,85,7,8,44,101,43,79,9,10,4,19,3
288,Ari Wallach: 3 ways to plan for the (very) long term,Ari Wallach,1593651,35,236,412,182,10,25,73,37,73,90,28,48,42,14,1
289,Jonathan Marks: In praise of conflict,Jonathan Marks,1095143,70,122,143,107,35,7,23,6,68,12,7,6,12,10,5
290,Todd Scott: An intergalactic guide to using a defibrillator,Todd Scott,967472,11,228,158,11,13,57,4,9,12,9,20,9,7,9,6
291,Zubaida Bai: A simple birth kit for mothers in the developing world,Zubaida Bai,801279,18,126,42,64,43,56,152,54,4,3,3,3,7,1,0
292,Chimamanda Ngozi Adichie: We should all be feminists,Chimamanda Ngozi Adichie,1318454,55,263,185,551,162,202,18,234,9,18,36,131,13,8,27
293,Siamak Hariri: How do you build a sacred space?,Siamak Hariri,1098436,27,344,37,17,6,63,161,15,113,5,13,33,33,11,7
294,Natasha Hurley-Walker: How radio telescopes show us unseen galaxies,Natasha Hurley-Walker,970115,30,201,97,115,208,102,13,11,29,9,4,3,3,4,7
295,Amy Green: A video game to cope with grief,Amy Green,1156126,25,209,181,202,59,16,25,18,14,3,26,8,7,2,5
296,David Casarett: A doctor's case for medical marijuana,David Casarett,1114319,32,133,28,274,95,83,66,1,10,4,20,6,18,10,15
297,"Curtis ""Wall Street"" Carroll: How I learned to read -- and trade stocks -- in prison","Curtis ""Wall Street"" Carroll",2198889,67,867,333,193,171,288,320,75,86,68,36,12,4,5,3
298,Stephanie Busari: How fake news does real harm,Stephanie Busari,1036236,53,121,171,125,96,30,15,32,22,30,2,2,2,7,0
299,Siddhartha Roy: Science in service to the public good,Siddhartha Roy,872015,23,82,66,11,18,115,69,16,8,11,7,2,0,0,0
300,His Holiness Pope Francis: Why the only future worth building includes everyone,His Holiness Pope Francis,2679881,235,1665,659,2229,544,142,359,45,26,87,23,28,40,33,21
301,"Serena Williams and Gayle King: On tennis, love and motherhood",Serena Williams and Gayle King,1426132,22,173,38,100,44,40,8,35,10,26,7,4,8,2,1
302,Lisa Genova: What you can do to prevent Alzheimer's,Lisa Genova,2178534,51,77,1067,299,504,431,139,59,31,61,53,22,3,8,5
303,Elon Musk: The future we're building -- and boring,Elon Musk,5666038,250,1296,518,1288,106,131,340,446,41,191,65,12,19,21,32
304,Deborah Lipstadt: Behind the lies of Holocaust denial,Deborah Lipstadt,918385,92,220,248,199,14,225,75,33,5,21,15,24,10,14,5
305,Laura Galante: How (and why) Russia hacked the US election,Laura Galante,1132913,80,29,245,81,33,28,114,107,45,57,50,65,37,26,10
306,Sangu Delle: There's no shame in taking care of your mental health,Sangu Delle,1460852,35,197,403,217,358,118,56,22,8,10,22,4,6,0,0
307,Karim Abouelnaga: A summer school kids actually want to attend,Karim Abouelnaga,973376,49,293,79,83,24,79,89,48,19,93,36,12,4,4,6
308,Carolyn Jones: A tribute to nurses,Carolyn Jones,1079349,13,255,63,222,54,5,45,9,4,27,9,0,0,0,0
309,Robert Sapolsky: The biology of our best and worst selves,Robert Sapolsky,1158707,115,358,236,339,83,74,50,48,22,12,90,14,18,3,4
310,"Jorge Drexler: Poetry, music and identity",Jorge Drexler,626886,23,272,117,28,138,54,130,14,11,1,8,12,3,4,8
311,Kate Stafford: How human noise affects ocean habitats,Kate Stafford,975412,15,171,46,48,12,65,30,30,6,7,4,6,11,4,8
312,"Shah Rukh Khan: Thoughts on humanity, fame and love",Shah Rukh Khan,4642478,105,2626,3984,1259,327,1020,241,473,157,30,151,15,31,120,31
313,Stuart Russell: 3 principles for creating safer AI,Stuart Russell,1085138,70,76,153,60,6,3,15,3,82,49,44,3,26,4,9
314,Lucy Kalanithi: What makes life worth living in the face of death,Lucy Kalanithi,1515749,41,561,630,504,75,137,30,17,22,52,3,5,6,3,2
315,Ted Halstead: A climate solution where all sides can win,Ted Halstead,1022042,259,155,150,145,58,140,33,49,1,23,9,4,11,5,16
316,Wendy Troxel: Why school should start later for teens,Wendy Troxel,1219828,64,139,35,296,90,157,38,33,25,10,27,11,14,7,2
317,"T. Morgan Dixon and Vanessa Garrison: When Black women walk, things change",T. Morgan Dixon and Vanessa Garrison,907047,48,175,310,31,122,110,87,20,6,21,6,9,8,13,1
318,Rutger Bregman: Poverty isn't a lack of character; it's a lack of cash,Rutger Bregman,1419314,183,950,496,8,127,312,71,530,134,204,40,12,57,19,7
319,Sitawa Wafula: Why I speak up about living with epilepsy,Sitawa Wafula,696847,12,85,3,62,21,1,10,11,12,2,25,7,1,0,0
320,Anthony D. Romero: This is what democracy looks like,Anthony D. Romero,925733,54,66,29,14,138,121,200,12,64,54,105,111,60,10,12
321,Nina Fedoroff: A secret weapon against Zika and other mosquito-borne diseases,Nina Fedoroff,841955,35,26,4,177,6,23,55,6,3,4,56,27,11,13,0
322,OK Go: How to find a wonderful idea,OK Go,1493866,27,43,123,293,273,171,225,167,11,47,5,29,33,11,11
323,Triona McGrath: How pollution is changing the ocean's chemistry,Triona McGrath,1052652,33,215,112,23,49,36,3,17,27,62,2,7,3,1,0
324,Garry Kasparov: Don't fear intelligent machines. Work with them,Garry Kasparov,1079698,35,68,258,120,57,103,9,26,29,88,44,11,8,2,4
325,Marlon Peterson: Am I not human? A call for criminal justice reform,Marlon Peterson,957803,34,185,30,62,173,50,21,6,22,74,1,4,4,11,6
326,Raj Panjabi: No one should die because they live too far from a doctor,Raj Panjabi,874817,18,196,35,83,38,55,17,49,22,10,1,3,0,0,0
327,Rhiannon Giddens: Songs that bring history to life,Rhiannon Giddens,946815,10,151,63,24,43,9,13,11,3,9,5,3,0,0,0
328,Michael Bierut: How to design a library that makes kids want to read,Michael Bierut,1323235,20,111,174,47,33,61,50,53,13,3,12,3,5,17,1
329,Michael Patrick Lynch: How to see past your own perspective and find truth,Michael Patrick Lynch,1264166,35,188,129,176,256,55,40,37,59,5,8,7,8,9,4
330,Justin Davidson: Why glass towers are bad for city life -- and what we need instead,Justin Davidson,1162505,21,142,56,73,11,23,28,29,2,42,3,16,24,7,5
331,"Carina Morillo: To understand autism, don't look away",Carina Morillo,428279,20,121,102,20,51,33,56,6,7,5,6,4,1,4,1
332,Mehdi Ordikhani-Seyedlar: What happens in your brain when you pay attention?,Mehdi Ordikhani-Seyedlar,1781721,28,374,110,364,365,52,4,5,32,25,31,59,8,6,3
333,Anne Lamott: 12 truths I learned from life and writing,Anne Lamott,1890978,65,27,173,607,44,447,407,76,56,105,62,13,14,16,10
334,Tim Ferriss: Why you should define your fears instead of your goals,Tim Ferriss,3183828,55,663,738,1655,383,86,580,155,156,6,28,9,24,36,3
335,"Rokia Traore: ""M'Bifo""",Rokia Traore,294936,67,52,105,522,71,113,8,14,20,6,14,3,5,1,0
336,"Rokia Traore: ""Kounandi""",Rokia Traore,82488,43,84,330,30,100,31,8,7,8,6,4,22,1,0,0
337,Cat Laine: Engineering a better life for all,Cat Laine,154698,105,40,21,62,126,33,51,19,11,123,56,50,23,15,22
338,Edwidge Danticat: Stories of Haiti,Edwidge Danticat,50443,20,25,10,20,14,4,18,31,10,4,7,5,2,1,3
339,Richard Dawkins: Growing up in the universe,Richard Dawkins,318423,133,156,136,64,192,51,133,112,3,62,19,47,21,20,70
340,Bobby McFerrin: Watch me play ... the audience!,Bobby McFerrin,3302312,321,163,1573,1194,1342,911,299,777,796,14,35,73,14,8,12
341,Richard Feynman: Physics is fun to imagine,Richard Feynman,521974,146,324,362,306,163,134,46,130,50,42,14,5,6,12,6
342,Gary Vaynerchuk: Do what you love (no excuses!),Gary Vaynerchuk,757791,556,758,316,464,172,155,88,430,114,35,55,85,44,152,91
343,"Douglas Adams: Parrots, the universe and everything",Douglas Adams,473220,101,293,663,290,98,262,62,96,77,11,16,20,4,0,0
